evacion,cliente_genero,cliente_ciudadano_mayor,cliente_pareja,cliente_dependientes,cliente_antiguedad_meses,telefono_servicio,telefono_multiples_lineas,internet_servicio,internet_seguridad_en_linea,internet_respaldo_en_linea,internet_proteccion_dispositivo,internet_soporte_tecnico,internet_streaming_tv,internet_streaming_peliculas,cuenta_contrato,cuenta_facturacion_electronica,cuenta_metodo_pago,cuenta_cargos_mensuales,cuenta_cargos_diarios
0,1,0,0,0,17,1,0,0,,,,,,,2,0,2,19.45,0.65
0,0,0,1,1,48,1,0,1,1,1,1,0,0,1,2,1,2,70.1,2.34
1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.05,1.5
0,0,1,1,1,28,0,,1,0,0,0,0,1,0,0,1,1,35.9,1.2
1,0,0,0,0,9,1,1,2,0,0,0,0,1,1,0,0,1,94.4,3.15
0,1,1,0,0,71,1,1,0,,,,,,,2,1,0,24.65,0.82
0,0,0,1,0,26,0,,1,1,0,1,0,0,0,1,0,2,35.4,1.18
0,0,0,0,1,1,1,1,0,,,,,,,0,0,0,24.0,0.8
0,0,1,1,0,11,1,0,2,0,0,0,1,1,0,0,1,1,82.9,2.76
0,1,0,0,0,13,1,0,1,0,0,0,1,0,0,0,1,0,50.55,1.68
0,1,0,1,0,71,1,0,1,1,0,1,1,1,1,2,1,1,82.55,2.75
0,0,0,1,0,4,1,0,0,,,,,,,0,0,0,19.6,0.65
1,1,1,0,0,9,1,1,1,1,0,0,0,0,0,0,0,1,54.55,1.82
0,1,0,1,1,53,1,0,1,1,1,0,1,1,0,2,1,0,69.7,2.32
1,0,0,1,1,58,1,1,2,1,1,0,0,0,1,0,1,3,93.4,3.11
0,0,0,0,0,43,1,0,2,0,1,1,0,1,0,0,1,1,91.65,3.06
1,1,0,0,0,2,1,0,2,0,0,1,1,0,0,0,1,1,79.85,2.66
0,0,0,0,0,4,1,0,0,,,,,,,0,1,2,20.15,0.67
0,0,0,1,1,65,1,1,2,1,1,0,1,1,0,2,1,2,99.05,3.3
0,0,0,0,1,13,1,1,2,0,1,1,0,1,1,1,1,2,104.15,3.47
0,1,0,1,0,49,1,1,1,1,0,0,0,0,0,1,1,1,55.35,1.84
0,0,0,1,1,8,1,0,0,,,,,,,2,1,0,19.85,0.66
0,1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,2,90.8,3.03
1,0,0,1,1,4,1,0,2,0,0,0,0,0,1,0,0,1,80.85,2.7
0,1,0,0,0,66,1,0,0,,,,,,,2,0,3,19.7,0.66
0,0,1,0,0,43,0,,1,1,1,0,0,0,0,0,1,2,33.45,1.12
0,1,1,1,0,52,1,0,2,1,0,1,1,1,1,1,1,3,104.45,3.48
0,0,0,0,0,61,1,1,2,1,1,1,1,1,1,1,1,1,118.6,3.95
0,1,0,0,1,69,1,1,1,1,1,1,1,1,0,2,1,2,79.45,2.65
0,1,0,1,1,70,1,1,2,1,1,0,0,1,0,0,1,2,97.55,3.25
0,1,0,0,0,71,1,1,0,,,,,,,2,0,3,25.55,0.85
1,1,1,1,0,10,1,0,2,0,1,1,1,1,0,0,1,0,92.5,3.08
1,1,0,0,0,69,1,1,2,0,0,1,1,1,1,2,1,3,106.5,3.55
0,1,0,1,1,46,1,0,1,1,0,1,1,1,1,2,0,0,81.0,2.7
0,0,0,0,0,28,1,0,1,1,1,0,1,0,0,1,1,1,59.9,2.0
0,0,0,0,0,11,1,0,1,0,0,1,1,0,1,1,0,2,64.9,2.16
0,1,1,1,0,61,1,1,1,0,1,0,0,0,1,1,0,3,64.05,2.13
1,0,0,0,0,3,0,,1,0,0,0,0,1,0,0,0,2,35.2,1.17
0,1,0,0,0,6,1,0,2,1,1,0,0,0,0,0,1,1,78.95,2.63
0,1,0,0,0,3,1,1,2,0,1,1,0,1,1,0,0,0,107.95,3.6
0,0,1,0,0,22,1,0,1,1,0,1,1,0,1,0,1,0,69.75,2.33
0,0,0,0,0,52,0,,1,1,1,1,0,1,1,2,1,3,58.75,1.96
0,1,0,1,0,72,1,0,1,1,1,1,1,1,1,2,0,0,84.45,2.82
1,0,0,0,0,29,1,0,1,1,1,1,0,0,1,0,1,3,68.85,2.3
1,1,0,0,0,1,1,0,0,,,,,,,0,0,0,19.4,0.65
0,1,0,1,1,50,1,0,0,,,,,,,1,1,0,20.35,0.68
0,0,0,1,1,7,1,0,0,,,,,,,0,0,0,20.45,0.68
0,0,0,0,0,40,1,0,1,0,0,1,0,0,0,1,1,0,50.25,1.68
0,0,0,0,0,12,1,0,0,,,,,,,1,0,1,20.15,0.67
0,0,0,0,0,9,1,0,1,0,0,0,1,1,0,0,1,3,59.5,1.98
0,0,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0,1,49.4,1.65
0,0,0,1,0,72,1,1,2,1,1,1,0,1,0,2,0,3,100.65,3.36
0,1,0,1,0,71,1,1,1,1,1,0,1,1,0,2,0,2,73.5,2.45
0,1,0,1,0,72,1,0,0,,,,,,,2,0,2,19.3,0.64
0,0,0,1,1,34,1,0,1,1,1,1,1,1,1,2,0,0,84.75,2.82
0,1,0,0,0,24,1,1,0,,,,,,,1,0,1,24.6,0.82
0,0,0,1,1,56,1,1,1,1,0,1,0,0,1,1,1,3,68.75,2.29
0,0,1,0,0,52,1,1,1,1,0,1,0,0,0,2,0,3,59.85,2.0
0,0,0,1,1,55,1,0,0,,,,,,,2,0,0,21.0,0.7
0,0,0,1,1,69,1,0,1,0,1,1,1,0,0,1,0,3,59.1,1.97
0,0,0,1,0,68,1,1,2,1,1,1,0,1,1,2,1,3,110.8,3.69
1,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1,90.6,3.02
0,0,0,0,1,63,1,0,0,,,,,,,2,0,2,19.5,0.65
0,0,0,1,0,50,1,1,2,1,0,1,0,1,1,1,1,0,104.4,3.48
0,1,0,1,0,72,1,1,1,1,1,1,1,0,0,2,1,3,67.8,2.26
0,1,0,1,1,70,1,1,2,1,1,0,0,1,1,0,1,1,106.05,3.53
0,0,0,1,1,39,1,0,0,,,,,,,2,0,0,19.75,0.66
1,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,1,1,70.35,2.34
0,0,0,0,1,3,1,0,0,,,,,,,1,1,2,20.55,0.68
0,0,0,1,1,52,1,1,2,0,0,1,0,1,1,1,0,3,101.25,3.38
1,1,1,0,0,33,1,1,2,0,1,1,0,0,0,0,1,2,83.85,2.8
0,1,0,1,0,20,1,0,1,1,0,0,1,0,1,1,1,0,64.15,2.14
0,0,0,1,1,70,1,0,1,0,1,1,1,1,1,2,1,3,80.4,2.68
0,0,0,0,0,37,1,1,2,0,0,0,1,1,1,0,0,2,100.3,3.34
0,0,1,0,0,7,1,0,1,0,1,0,0,0,0,0,1,0,51.3,1.71
0,0,1,1,0,56,1,1,1,1,1,1,1,0,0,1,1,2,68.45,2.28
0,0,0,1,0,57,1,0,0,,,,,,,2,0,3,19.9,0.66
0,1,0,0,1,48,1,1,1,1,1,1,0,0,0,1,1,3,64.4,2.15
0,1,0,1,1,56,1,1,2,0,1,0,1,1,0,0,1,2,96.95,3.23
1,1,0,1,1,19,1,1,2,0,0,0,1,1,1,1,1,1,100.95,3.36
0,1,1,1,0,62,1,1,2,1,1,1,0,0,0,0,1,1,89.1,2.97
0,0,0,1,0,23,1,0,1,1,0,1,1,0,1,1,1,3,68.75,2.29
0,1,0,1,1,29,1,0,1,1,0,0,0,0,1,0,1,0,60.2,2.01
0,1,0,0,0,29,1,0,1,0,0,1,1,1,1,1,1,3,75.35,2.51
1,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1,2,69.8,2.33
1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,75.45,2.52
1,1,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,1,76.95,2.56
0,0,0,1,1,21,1,0,1,0,1,0,0,1,0,1,1,2,58.85,1.96
0,1,0,0,0,16,1,0,2,0,0,0,1,0,0,0,1,2,74.55,2.48
0,0,0,1,1,16,1,0,1,1,1,0,1,0,1,2,0,3,68.25,2.28
1,0,0,1,0,5,1,0,2,1,0,1,0,0,1,0,1,0,88.9,2.96
0,0,0,0,0,18,1,0,1,0,0,1,0,0,0,0,1,0,50.0,1.67
0,0,0,1,1,33,1,0,1,1,1,1,0,0,0,1,1,0,58.45,1.95
0,1,0,1,1,35,1,0,0,,,,,,,2,0,0,20.1,0.67
0,1,0,1,0,71,1,1,0,,,,,,,2,0,3,24.45,0.82
0,1,0,1,1,71,1,0,1,1,0,1,1,0,1,2,1,2,70.85,2.36
0,0,0,1,1,33,1,1,2,0,1,1,1,0,0,0,0,2,88.6,2.95
0,1,0,0,0,22,1,0,0,,,,,,,1,0,0,20.3,0.68
0,0,0,0,0,68,1,0,0,,,,,,,2,0,3,20.05,0.67
0,1,0,0,1,27,1,0,0,,,,,,,1,0,2,20.05,0.67
0,0,0,0,0,6,1,0,0,,,,,,,0,0,0,20.2,0.67
0,1,0,1,1,70,1,1,0,,,,,,,2,0,0,25.4,0.85
0,0,0,1,0,49,1,1,2,1,1,1,1,0,1,2,0,2,106.65,3.56
0,1,1,1,0,44,1,1,2,0,0,1,0,1,0,0,1,1,89.2,2.97
0,0,0,0,1,2,1,0,0,,,,,,,1,0,3,20.5,0.68
0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,44.45,1.48
0,1,0,1,1,26,1,0,0,,,,,,,2,1,2,19.15,0.64
0,1,0,0,0,46,0,,1,1,0,1,1,1,1,2,1,3,60.75,2.02
0,0,0,0,0,10,1,0,0,,,,,,,0,0,0,18.85,0.63
1,1,0,0,1,1,0,,1,0,1,0,0,0,0,0,1,0,31.35,1.05
0,1,0,0,1,1,1,0,0,,,,,,,0,1,0,20.25,0.68
1,1,1,1,0,6,1,0,2,0,1,0,0,0,1,0,1,1,84.2,2.81
0,1,0,0,0,32,1,0,0,,,,,,,1,0,0,19.8,0.66
0,0,0,0,0,60,0,,1,1,0,1,0,0,1,1,1,1,44.45,1.48
1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,1,69.9,2.33
1,0,0,1,1,6,1,0,1,1,1,0,0,0,0,0,0,2,55.9,1.86
0,0,0,1,1,23,1,0,0,,,,,,,1,0,0,20.05,0.67
0,0,0,1,0,72,1,1,1,1,1,1,1,1,1,2,0,3,88.05,2.94
0,0,0,0,0,11,1,1,2,0,0,0,0,0,0,0,0,1,75.25,2.51
0,0,0,1,1,5,0,,1,0,1,0,1,0,0,0,0,1,34.25,1.14
1,1,0,0,0,19,1,1,2,0,1,0,0,1,1,0,1,1,99.95,3.33
0,0,0,1,1,72,1,1,0,,,,,,,2,0,3,25.1,0.84
1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,69.4,2.31
0,1,0,1,0,35,1,1,2,0,0,0,1,0,1,0,1,3,89.85,2.99
0,1,0,1,1,58,1,1,2,0,0,1,1,0,1,2,0,3,94.35,3.14
1,0,1,1,0,50,1,1,2,0,1,1,0,1,0,0,1,1,95.05,3.17
1,0,0,0,0,13,1,1,2,0,0,0,0,0,1,0,1,1,84.6,2.82
0,0,0,0,1,72,1,0,0,,,,,,,2,1,0,19.75,0.66
0,1,0,0,0,56,1,0,1,0,1,1,1,1,1,2,1,2,81.8,2.73
0,1,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,70.05,2.34
1,1,0,1,1,3,1,0,1,0,0,1,0,0,0,0,1,1,50.15,1.67
0,0,1,1,0,67,1,1,2,1,1,0,0,1,1,1,1,1,105.6,3.52
0,1,0,1,1,31,1,1,2,1,0,1,1,0,0,0,0,1,89.3,2.98
1,0,0,0,0,13,1,1,2,0,0,0,0,0,0,0,1,0,75.0,2.5
0,1,0,0,0,31,1,0,2,0,1,0,0,1,1,0,1,1,94.5,3.15
0,0,0,1,1,70,1,0,0,,,,,,,2,1,2,20.15,0.67
0,1,0,0,0,1,1,0,0,,,,,,,0,1,0,19.5,0.65
1,0,0,1,1,45,1,0,1,0,1,0,1,0,0,1,1,2,54.15,1.8
0,0,0,1,1,55,1,1,1,1,1,0,1,1,0,1,1,2,75.0,2.5
1,1,1,0,0,15,1,1,2,0,0,0,0,0,0,0,1,2,74.2,2.47
1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,56.25,1.88
0,1,1,1,0,34,1,0,2,1,0,0,1,1,0,1,0,0,90.15,3.01
1,0,1,0,0,18,1,1,2,0,1,0,1,0,0,0,1,1,85.45,2.85
0,0,0,1,0,32,1,0,0,,,,,,,1,0,0,19.3,0.64
0,1,0,1,0,72,1,1,2,1,1,1,1,1,1,2,1,3,115.8,3.86
0,1,0,1,0,70,1,1,1,1,1,1,1,1,0,2,0,0,79.15,2.64
0,0,0,1,0,49,1,1,1,1,1,1,0,0,1,1,0,1,71.8,2.39
0,0,0,1,0,2,1,0,1,0,0,1,0,1,1,0,0,2,69.0,2.3
0,0,0,1,1,37,1,0,0,,,,,,,0,0,1,19.35,0.64
0,1,1,0,0,32,1,0,0,,,,,,,1,0,2,19.8,0.66
0,0,0,0,0,32,1,0,0,,,,,,,1,0,3,20.55,0.68
1,0,0,0,1,1,1,0,2,0,0,0,0,1,0,0,1,1,79.35,2.64
0,1,0,0,0,2,1,0,0,,,,,,,0,0,0,20.05,0.67
0,1,0,1,0,64,1,0,2,1,0,0,0,0,0,0,1,0,73.55,2.45
1,0,0,1,0,19,1,1,2,0,0,1,0,0,1,0,0,0,89.65,2.99
1,1,0,0,0,10,1,0,2,1,1,1,0,1,1,0,1,1,104.4,3.48
0,1,0,1,1,13,1,1,1,0,1,1,1,1,0,0,1,1,72.8,2.43
0,0,0,0,1,41,1,0,0,,,,,,,1,1,2,20.25,0.68
0,1,0,0,0,9,1,1,2,0,0,0,0,0,0,0,1,1,76.25,2.54
0,1,0,0,0,69,1,1,1,1,1,1,1,0,1,2,1,2,81.5,2.72
1,1,1,1,0,7,1,0,2,0,0,0,0,0,0,0,1,0,70.1,2.34
0,0,0,0,1,22,1,1,2,0,0,0,0,0,1,0,1,1,84.75,2.82
0,0,0,1,1,23,1,0,2,0,0,1,0,0,0,0,1,2,75.3,2.51
0,0,1,0,0,17,1,1,2,0,0,0,0,1,1,0,1,1,94.2,3.14
0,1,1,1,0,15,1,1,2,1,0,1,0,1,0,0,1,1,96.5,3.22
0,1,0,1,1,48,1,1,0,,,,,,,2,0,3,26.3,0.88
0,0,0,0,0,19,1,1,1,0,0,1,0,0,0,0,1,0,56.1,1.87
1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,70.6,2.35
1,1,0,1,1,19,1,1,2,0,0,0,0,0,1,0,1,1,83.65,2.79
0,1,0,0,0,53,0,,1,0,0,1,1,1,1,1,0,2,54.9,1.83
0,1,0,1,0,71,1,1,2,1,1,1,0,1,1,1,1,1,109.6,3.65
0,0,0,1,1,15,1,1,2,0,1,1,0,1,1,0,1,3,105.35,3.51
0,1,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,49.25,1.64
1,1,0,1,1,4,1,0,1,0,0,0,1,0,1,0,0,2,61.45,2.05
0,0,0,1,0,26,1,0,1,0,1,0,1,1,1,0,1,1,73.05,2.44
1,0,0,1,1,8,1,0,2,0,1,0,0,1,0,0,1,1,83.55,2.78
0,1,0,0,0,18,1,1,2,0,0,0,0,1,0,0,0,3,84.3,2.81
0,1,0,0,0,33,1,0,1,0,1,1,0,1,0,0,1,2,66.4,2.21
0,0,0,0,0,72,1,1,2,0,0,1,1,1,1,2,1,2,107.5,3.58
0,0,0,0,0,6,1,0,0,,,,,,,0,1,0,20.95,0.7
1,1,0,1,0,18,1,1,2,0,0,0,0,1,1,0,1,1,94.7,3.16
1,0,1,1,0,5,1,1,2,0,0,0,0,0,0,0,1,1,74.35,2.48
0,1,1,0,0,21,1,1,2,0,1,1,0,1,1,0,1,1,104.35,3.48
1,1,1,0,0,32,1,1,2,0,0,0,0,1,1,0,1,2,96.15,3.2
0,1,0,0,0,3,0,,1,0,0,0,1,0,0,0,1,1,29.75,0.99
1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1,79.05,2.64
0,0,0,0,0,12,1,0,0,,,,,,,1,1,3,19.35,0.64
0,1,0,1,1,72,1,1,2,1,0,1,0,1,1,2,0,3,105.25,3.51
0,1,0,1,0,64,1,1,2,1,0,1,1,1,1,1,1,0,108.5,3.62
0,1,0,1,1,47,1,1,0,,,,,,,2,0,0,24.55,0.82
0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,3,46.6,1.55
0,1,0,1,1,72,1,1,2,0,1,0,0,1,0,1,1,1,89.7,2.99
0,1,0,1,1,46,1,0,0,,,,,,,2,0,2,19.95,0.66
0,1,0,0,0,51,1,1,2,0,1,1,1,0,0,0,1,1,87.35,2.91
0,1,0,1,1,36,1,0,1,1,0,1,0,0,1,1,1,2,63.7,2.12
1,1,0,1,0,10,1,0,2,0,0,0,0,0,0,0,1,1,70.3,2.34
0,0,0,1,1,43,1,1,2,0,0,1,0,0,1,0,1,3,92.55,3.08
0,1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,3,87.1,2.9
1,0,0,1,0,44,1,1,2,0,0,0,0,1,1,0,1,1,96.1,3.2
1,1,0,1,0,40,1,1,2,0,0,0,0,1,1,0,1,3,97.1,3.24
0,0,1,0,0,35,1,1,2,1,1,1,0,1,1,1,1,1,108.35,3.61
0,0,0,1,1,37,1,1,2,0,1,1,0,0,1,0,1,1,95.15,3.17
0,0,0,1,1,23,1,1,1,1,1,1,1,1,1,2,1,2,91.1,3.04
0,0,0,0,0,65,1,1,0,,,,,,,2,0,3,26.5,0.88
0,0,1,1,0,72,1,1,2,0,1,1,0,1,1,1,0,2,105.0,3.5
0,0,0,0,0,32,1,1,1,1,0,0,0,1,1,1,0,0,74.75,2.49
0,1,0,0,1,39,1,0,0,,,,,,,1,0,3,19.35,0.64
0,0,0,1,0,68,1,1,2,1,1,1,1,1,1,2,0,0,118.6,3.95
0,0,0,1,1,24,0,,1,1,1,1,0,1,1,1,0,1,57.6,1.92
0,0,0,0,0,16,1,0,2,0,1,0,0,0,1,0,1,1,86.25,2.88
0,1,0,0,0,12,1,0,0,,,,,,,1,0,2,20.05,0.67
0,0,0,0,0,66,1,0,1,1,1,1,0,0,0,2,1,3,61.15,2.04
0,1,0,0,0,58,1,1,0,,,,,,,2,1,2,25.3,0.84
1,1,0,0,0,12,1,0,1,1,0,0,1,0,0,0,0,0,56.65,1.89
0,1,1,1,0,23,1,1,2,0,1,1,0,1,1,0,1,1,104.45,3.48
0,0,0,0,0,37,1,0,0,,,,,,,1,1,1,19.8,0.66
0,1,0,0,0,1,1,0,0,,,,,,,0,1,0,20.45,0.68
0,0,0,1,1,67,1,1,1,0,0,1,1,0,1,2,1,3,69.9,2.33
0,1,1,1,0,40,1,0,2,1,1,1,1,1,0,1,1,2,98.15,3.27
0,1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,3,89.05,2.97
0,0,0,1,0,61,1,1,2,0,1,0,1,0,1,2,1,3,94.35,3.14
1,1,0,0,0,26,1,1,2,0,0,0,1,0,0,0,1,1,80.5,2.68
0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,29.9,1.0
1,1,0,0,0,9,1,0,2,0,0,0,0,0,1,0,1,1,80.8,2.69
0,1,0,0,0,41,1,0,0,,,,,,,2,0,0,20.15,0.67
1,0,1,0,0,26,1,1,2,0,1,0,0,1,0,0,1,1,89.15,2.97
0,0,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,3,115.8,3.86
0,1,1,0,0,54,0,,1,0,1,1,0,1,1,1,1,1,55.45,1.85
0,1,0,1,0,70,1,1,0,,,,,,,2,0,3,25.15,0.84
0,1,0,1,1,61,1,1,1,0,0,1,1,1,1,2,1,3,81.0,2.7
1,0,1,0,0,5,1,1,2,0,0,0,0,1,0,0,1,2,83.15,2.77
0,0,0,1,1,34,1,0,0,,,,,,,0,0,0,20.65,0.69
0,1,0,0,0,35,1,0,0,,,,,,,1,1,0,19.15,0.64
1,1,0,1,1,20,1,0,2,0,0,0,0,0,0,0,1,1,70.45,2.35
0,0,0,1,1,2,0,,1,0,0,0,1,0,0,0,0,3,29.05,0.97
1,0,1,0,0,32,1,0,2,0,1,0,0,0,0,0,1,1,74.4,2.48
0,0,0,1,0,69,1,0,1,0,1,0,0,0,1,2,1,2,61.45,2.05
1,1,0,0,0,3,1,1,2,0,0,1,0,1,1,0,1,1,100.95,3.36
0,1,0,1,1,72,1,1,0,,,,,,,2,1,3,25.2,0.84
0,1,0,0,0,17,0,,1,0,0,0,0,0,0,0,1,0,25.65,0.86
1,1,1,0,0,37,1,1,2,0,0,1,0,1,1,0,1,1,101.1,3.37
0,0,1,1,0,28,1,1,2,0,1,1,1,1,1,0,1,1,110.85,3.7
1,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,25.1,0.84
1,1,0,0,0,30,1,0,2,0,0,0,0,1,1,0,1,1,90.25,3.01
0,0,0,0,0,5,1,0,2,0,0,0,1,0,0,0,1,0,75.65,2.52
1,0,0,1,0,72,0,,1,0,1,1,0,1,1,2,1,1,54.2,1.81
0,0,1,0,0,32,1,0,1,0,1,0,1,0,0,0,0,3,54.65,1.82
0,0,0,0,0,54,1,1,2,0,1,0,0,1,1,2,1,3,97.2,3.24
0,0,0,1,0,16,1,0,0,,,,,,,0,0,0,19.6,0.65
1,0,0,0,0,24,0,,1,0,1,1,0,1,1,0,1,2,54.15,1.8
0,0,0,0,0,15,1,0,0,,,,,,,0,0,0,19.6,0.65
0,1,0,1,1,39,1,0,1,1,1,1,0,0,0,1,0,1,59.8,1.99
1,1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,1,1,69.7,2.32
0,1,0,1,0,41,1,0,0,,,,,,,2,1,1,19.75,0.66
0,0,1,0,0,2,1,1,1,0,1,0,0,0,0,0,1,2,56.55,1.88
0,0,1,1,0,69,1,1,2,0,1,0,1,1,1,2,0,2,105.4,3.51
0,0,0,1,0,69,1,1,2,0,0,1,1,1,1,2,0,3,105.35,3.51
0,0,0,1,1,70,1,1,2,0,1,1,0,1,1,1,1,1,106.5,3.55
0,0,0,1,1,55,1,0,0,,,,,,,1,0,2,19.15,0.64
1,0,1,0,0,5,1,0,2,0,0,1,0,1,0,0,1,0,84.85,2.83
0,1,0,1,0,70,1,0,0,,,,,,,2,0,2,19.85,0.66
0,1,0,0,1,41,1,0,1,1,1,1,0,1,0,1,0,0,70.2,2.34
0,0,0,0,0,25,1,0,0,,,,,,,1,0,2,19.9,0.66
0,1,0,1,1,23,1,0,1,1,0,0,1,0,0,1,0,2,57.2,1.91
0,0,0,0,0,27,1,0,1,1,1,0,0,0,0,2,0,3,52.85,1.76
0,0,0,0,0,65,1,1,2,1,1,1,0,1,1,0,1,2,111.05,3.7
0,1,0,1,1,22,1,0,0,,,,,,,1,0,3,20.25,0.68
0,0,0,0,0,52,1,0,1,1,0,0,0,0,0,0,1,3,49.75,1.66
0,1,0,0,0,38,1,1,2,0,1,1,0,0,1,0,1,2,95.1,3.17
0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,1,70.15,2.34
0,1,1,1,0,13,1,0,2,0,0,0,0,0,0,0,0,3,70.45,2.35
0,1,0,0,0,51,1,1,0,,,,,,,2,0,0,24.75,0.82
0,1,0,1,1,40,1,1,2,0,0,1,0,0,0,0,1,1,81.2,2.71
0,1,0,0,0,18,1,0,0,,,,,,,0,0,0,19.25,0.64
0,1,0,1,1,23,1,0,0,,,,,,,1,0,0,19.65,0.65
1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,2,80.15,2.67
1,0,0,0,0,16,1,1,2,0,0,1,0,0,1,0,1,1,88.45,2.95
0,1,0,1,0,72,1,1,1,1,1,1,1,0,0,2,0,0,68.15,2.27
0,0,0,1,1,32,1,1,2,0,1,0,0,1,1,0,1,1,98.85,3.3
0,1,0,0,0,36,1,0,1,1,0,1,1,1,1,0,1,2,79.2,2.64
0,0,0,0,0,68,1,0,1,1,0,1,0,0,0,1,1,2,54.45,1.82
0,0,0,1,1,64,1,1,0,,,,,,,1,0,0,24.9,0.83
1,0,0,1,1,66,1,1,2,0,1,1,0,1,1,1,1,2,102.45,3.42
0,1,0,1,1,26,1,0,0,,,,,,,1,1,3,20.05,0.67
1,1,0,1,1,17,1,1,2,0,0,0,0,1,1,0,1,1,92.55,3.08
1,1,0,0,1,6,1,0,2,0,0,1,0,1,1,0,0,0,94.5,3.15
0,0,0,0,0,26,1,1,2,0,0,1,0,0,0,0,1,1,80.7,2.69
0,1,0,1,1,59,1,1,2,0,0,1,0,1,1,2,1,2,99.5,3.32
0,0,0,1,1,44,1,0,1,1,0,0,1,0,0,0,0,3,56.25,1.88
1,0,0,1,1,4,1,1,2,0,1,0,0,1,1,0,1,1,97.95,3.26
1,1,0,0,0,3,1,0,2,0,0,0,0,1,0,0,0,1,79.25,2.64
0,0,0,0,0,13,1,0,0,,,,,,,0,1,0,19.3,0.64
0,0,0,0,0,29,0,,1,1,1,0,1,0,0,1,0,2,39.5,1.32
0,0,0,1,0,72,0,,1,1,1,1,1,1,1,2,0,3,65.5,2.18
0,0,0,1,0,34,1,1,2,0,0,1,0,1,1,0,1,1,100.45,3.35
0,1,0,0,0,46,0,,1,1,0,1,1,0,0,2,0,0,38.25,1.27
0,0,1,1,0,62,1,0,1,1,0,1,1,1,1,2,1,2,79.95,2.66
0,0,1,0,0,63,1,1,1,1,1,1,1,1,0,1,0,3,83.0,2.77
1,0,0,0,0,1,1,0,0,,,,,,,0,1,0,19.1,0.64
0,1,0,0,1,24,0,,1,1,0,0,1,0,0,2,0,0,35.75,1.19
0,1,0,1,1,70,1,1,1,1,1,1,1,1,1,2,1,2,90.15,3.01
0,0,0,0,0,1,1,0,0,,,,,,,0,0,0,19.75,0.66
1,0,0,1,0,16,1,1,2,0,0,0,0,1,0,0,1,1,84.95,2.83
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.85,1.53
0,1,1,1,0,41,0,,1,0,1,1,0,1,1,0,1,1,53.95,1.8
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,45.65,1.52
0,0,0,0,0,56,0,,1,0,0,0,0,1,1,0,1,2,44.85,1.5
0,1,0,0,0,35,1,1,1,1,0,1,0,0,0,0,1,1,59.6,1.99
0,0,0,1,1,19,1,0,0,,,,,,,0,0,0,20.2,0.67
0,0,0,0,0,13,1,0,0,,,,,,,0,1,0,20.3,0.68
0,0,0,0,0,18,0,,1,0,0,1,1,0,0,0,1,1,35.2,1.17
0,1,0,0,0,62,1,1,0,,,,,,,2,0,3,23.4,0.78
0,0,0,0,0,7,1,1,1,1,0,0,0,0,0,0,1,1,53.65,1.79
0,0,0,0,0,48,0,,1,1,1,0,0,1,0,0,1,1,44.8,1.49
0,0,0,1,1,6,1,1,2,0,1,1,0,1,0,0,1,0,94.05,3.14
0,1,1,0,0,64,1,0,0,,,,,,,2,1,3,20.05,0.67
1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,71.55,2.38
1,1,0,0,0,1,1,0,0,,,,,,,0,0,0,19.65,0.65
1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,3,44.35,1.48
0,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,1,2,45.8,1.53
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,44.15,1.47
0,0,0,1,0,33,1,0,0,,,,,,,0,0,0,20.05,0.67
0,0,0,1,0,68,1,1,1,1,0,0,1,0,0,1,0,3,58.25,1.94
0,0,0,0,0,26,1,0,2,1,0,1,1,0,0,1,1,2,87.15,2.9
